,kita_name,kita_address,kita_spots,plz
322,kita prassekstraße,"21109 Hamburg, Prassekstraße 3",0,21109
323,kindergarten `bauspielplatz am galgenbrack´,"21109 Hamburg, Karl-Arnold-Ring 13 a",0,21109
324,kinderhaus schönenfelder straße,"21109 Hamburg, Schönenfelder Straße 5",0,21109
325,krümelkiste,"21109 Hamburg, Kirchdorfer Straße 76",33,21109
326,kita wittestraße,"21109 Hamburg, Wittestraße 3",0,21109
327,lunakids,"21109 Hamburg, Wilhelm-Strauß-Weg 6",94,21109
328,kinderzimmer inselpark,"21109 Hamburg, Am Inselpark 1",0,21109
329,airbus-kita beluga,"21129 Hamburg, Neßkatenweg 6",0,21129
330,kita jeverländer weg,"21129 Hamburg, Jeverländer Weg 14",0,21129
331,ev.kindertagesheim arche noah finkenwerder,"21129 Hamburg, Finkenwerder Landscheideweg 157",43,21129
332,kindergarten sv este 06/70,"21129 Hamburg, Arp-Schnitger-Stieg 22",0,21129
333,kita elbhalle,"21129 Hamburg, Finkenwerder Norderdeich 14",60,21129
334,kita uhlenhoffweg,"21129 Hamburg, Uhlenhoffweg 7",140,21129
335,kita nordlicht,"21129 Hamburg, Liedenkummer Bogen 5",55,21129
336,kinderzentrum neuenfelde,"21129 Hamburg, Liedenkummer Bogen 2",80,21129
337,kita estebogen,"21129 Hamburg, Estebogen 3",0,21129
338,kita am johannisland,"21147 Hamburg, Am Johannisland 4",0,21147
339,kita neuwiedenthaler straße,"21147 Hamburg, Neuwiedenthaler Straße 3",0,21147
340,kita rehrstieg,"21147 Hamburg, Rehrstieg 38 a",0,21147
341,kita wümmeweg,"21147 Hamburg, Wümmeweg 7 c",0,21147
342,kita quellmoor,"21147 Hamburg, Rehrstieg 63",30,21147
343,deutsch-russischer kindergarten hamburg,"21147 Hamburg, Rehrstieg 63",30,21147
344,kita dr. ernst hinze-haus,"21147 Hamburg, Stubbenhof 20",165,21147
345,kita fantasia,"21147 Hamburg, Ünner Brandheid 27",100,21147
346,kita `die kinderstube´,"21147 Hamburg, Ünner Brandheid 32",0,21147
347,kita wunderland,"21147 Hamburg, Francoper Straße 55 a",80,21147
348,kindertagesheim rappelkiste,"21147 Hamburg, Lange Striepen 9",0,21147
349,kita neunmalklug ggmbh,"21147 Hamburg, Zaunwickenweg 6b",38,21147
350,waldorfkindergarten an der rudolf steiner schule harburg,"21149 Hamburg, Ehestorfer Heuweg 82",0,21149
351,waldorfkindergarten neugraben,"21149 Hamburg, Falkenbergsweg 48",20,21149
352,kita an der falkenbek,"21149 Hamburg, An der Falkenbek 4",0,21149
353,kita cuxhavener straße,"21149 Hamburg, Cuxhavener Straße 192",0,21149
354,kindertagesstätte cornelius,"21149 Hamburg, Alte Marsch 7",90,21149
355,evangelische kita michaelis,"21149 Hamburg, Cuxhavener Straße 323",60,21149
356,kindergarten don bosco,"21149 Hamburg, Cuxhavener Straße 178",0,21149
357,spielhaus und bauspielplatz neuwiedenthal,"21149 Hamburg, Rehrstieg 17",0,21149
358,bewegungskindergarten `springmäuse´,"21149 Hamburg, Ohrnsweg 50",46,21149
359,kita himmelblau neugraben-fischbek,"21149 Hamburg, Kiesbarg 28",130,21149
360,kita an der schule ohrnsweg,"21149 Hamburg, Ohrnsweg 52",0,21149
361,kinderhaus hotzenplotz,"21149 Hamburg, Störtebekerweg 30",0,21149
362,bilinguale kita `sonnenschein´,"21149 Hamburg, Cuxhavener Straße 423",38,21149
363,rudolf steiner kindergarten hamburg-tonndorf,"22041 Hamburg, Holstenhofstieg 11",0,22041
364,`lÜtten-haus´ kindergarten der christuskirche wandsbek,"22041 Hamburg, Schloßstraße 78",60,22041
365,ev. kindertagesheim kreuzkirche wandsbek,"22041 Hamburg, Walther-Mahlau-Stieg 9",0,22041
366,kath. kindertagesstätte st. joseph,"22041 Hamburg, Böhmestraße 3 - 5",92,22041
367,kita rantzaustraße,"22041 Hamburg, Rantzaustraße 12",55,22041
368,spielplatzhaus wandsbek,"22041 Hamburg, Wandsbeker Königstraße 51",0,22041
369,bilinguale kindertagesstätte luisito 2,"22041 Hamburg, Hammer Straße 36",0,22041
370,fröbel-kindergarten im wandsbek quarree,"22041 Hamburg, Wandsbeker Marktstraße 103-107",120,22041
371,kita piggeldy,"22041 Hamburg, Walddörferstraße 27",18,22041
372,kita kinderparadies,"22041 Hamburg, Rüterstraße 66a",0,22041
373,kita königsknirpse,"22041 Hamburg, Auf dem Königslande 24",0,22041
374,kita wandsewichte ug,"22041 Hamburg, Rüterstraße 66",0,22041
375,kita am husarendenkmal,"22043 Hamburg, Am Husarendenkmal 18",0,22043
376,kita denksteinweg,"22043 Hamburg, Denksteinweg 41",0,22043
377,kita hammer straße,"22043 Hamburg, Hammer Straße 122",0,22043
378,kita jenfelder allee,"22043 Hamburg, Jenfelder Allee 49",0,22043
379,kita rauchstraße,"22043 Hamburg, Rauchstraße 5 a",0,22043
380,ev. kindertagesheim ´der gute hirte´ - jenfeld,"22043 Hamburg, Rodigallee 207",0,22043
381,kindergarten freese,"22043 Hamburg, Oktaviostraße 117",0,22043
382,kindergarten marienkäfer hamburg-wandsbek e.v.,"22043 Hamburg, Zikadenweg 18",55,22043
383,kindertagesstätte elfsaal,"22043 Hamburg, Elfsaal 20",70,22043
384,kita ´räuberhöhle` auf dem spielgelände gleiwitzer bogen,"22043 Hamburg, Gleiwitzer Bogen 79a",25,22043
385,kita lummerland an der asklepios klinik wandsbek,"22043 Hamburg, Alphonsstraße 14",83,22043
386,kindervilla jenfeld,"22043 Hamburg, Barsbüttler Straße 67",30,22043
387,kita bekkamp 52,"22045 Hamburg, Bekkamp 52",50,22045
388,kita bekkamp 60,"22045 Hamburg, Bekkamp 60",0,22045
389,kita dahlemer ring,"22045 Hamburg, Dahlemer Ring 3",0,22045
390,kita schweidnitzer straße,"22045 Hamburg, Schweidnitzer Straße 32",0,22045
391,kita steglitzer straße,"22045 Hamburg, Steglitzer Straße 10",0,22045
392,kita tonndorfer schulstraße,"22045 Hamburg, Rahlaukamp 1 (Tonndorfer Schulstraße 9)",0,22045
393,ev. kindertagesstätte der friedenskirchengemeinde jenfeld,"22045 Hamburg, Görlitzer Straße 17",0,22045
394,ev.-luth. kindertagesstätte tonndorf,"22045 Hamburg, Roterlenweg 15",0,22045
395,kindertagesstätte der markus-kirchengemeinde hohenhorst/rahlstedt-ost,"22045 Hamburg, Steglitzer Straße 13",0,22045
396,kinderzimmer jenfelder bach,"22045 Hamburg, Charlottenburger Straße 2",0,22045
397,asb kita pillauer straße,"22047 Hamburg, Pillauer Straße 90 a",60,22047
398,kita lavendelweg,"22047 Hamburg, Lavendelweg 9",0,22047
399,kindergarten st. stephan pillauer straße 84,"22047 Hamburg, Pillauer Straße 84",60,22047
400,ev.kita st.stephan,"22047 Hamburg, Stephanstraße 152a",56,22047
401,kita mühlenhof,"22047 Hamburg, Ölmühlenweg 33",35,22047
402,kita hänsel und gretel,"22047 Hamburg, Auf dem Königslande 79",0,22047
403,kita stephanstraße,"22047 Hamburg, Stephanstraße 11",36,22047
404,kita schule am eichtalpark,"22047 Hamburg, Walddörferstraße 243",40,22047
405,kita konni und jule,"22047 Hamburg, Walddörferstraße 300",0,22047
406,kita alter teichweg,"22049 Hamburg, Alter Teichweg 203",0,22049
407,kita lothringer straße,"22049 Hamburg, Lothringer Straße 18",0,22049
408,kita tondernstraße,"22049 Hamburg, Tondernstraße 6",0,22049
409,ev. kindertagesstätte dulsberg,"22049 Hamburg, Straßburger Platz 6",40,22049
410,spielhaus dulsberg,"22049 Hamburg, Stapelholmer Straße 2",0,22049
411,kita probsteier,"22049 Hamburg, Probsteier Straße 35",30,22049
412,kinderhaus alter teichweg,"22049 Hamburg, Alter Teichweg 183-185",34,22049
413,kita `meine kita´,"22049 Hamburg, Dithmarscher Straße 27",0,22049
414,kita nimmerland,"22049 Hamburg, Alter Teichweg 141 c",0,22049
415,kita pinelsweg,"22081 Hamburg, Pinelsweg 11",0,22081
416,kita wagnerstraße,"22081 Hamburg, Wagnerstraße 38",0,22081
417,kita kreuzkirche alt-barmbek,"22081 Hamburg, Wohldorfer Straße 33",44,22081
418,stiftung kindergärten finkenau `baruhle 1 bilingual´,"22081 Hamburg, Von-Essen-Straße 82-84",75,22081
419,stiftung kindergärten finkenau `baruhle 2 bilingual´,"22081 Hamburg, Wohldorferstr. 42",18,22081
420,stiftung kindergärten finkenau `eulennest bilingual´,"22081 Hamburg, Finkenau 11 a",0,22081
421,kita marschnerstraße,"22081 Hamburg, Marschnerstraße 42",110,22081
422,kinderkrippe kiku zwergenland,"22081 Hamburg, Richardstraße 16",36,22081
423,"kita klinikum eilbek, schön kliniken","22081 Hamburg, Dehnhaide 120",0,22081
424,kindertagesstätte uferstrasse (pas),"22081 Hamburg, Uferstraße 1a",0,22081
425,stiftung kindergärten finkenau `frieberg´,"22081 Hamburg, Friedrichsberger Straße 18",0,22081
426,kita bachstraße,"22083 Hamburg, Bachstrasse 80",0,22083
427,kindertagesstätte alt-barmbek,"22083 Hamburg, Hufnerstraße 19 a",80,22083
428,stiftung kindergärten finkenau `finkis´,"22083 Hamburg, Alten Schützenhof 17 - 19",42,22083
429,stiftung kindergärten finkenau `flohkiste´,"22083 Hamburg, Weidestraße 126",71,22083
430,stiftung kindergärten finkenau `flohkiste ii´,"22083 Hamburg, Weidestraße 126",50,22083
431,stiftung kindergärten finkenau `kleine füße´,"22083 Hamburg, Imstedt 17",40,22083
432,kath. kindergarten st. sophien,"22083 Hamburg, Elsastraße 46",44,22083
433,integrative kindertagesstätte brummkreisel,"22083 Hamburg, Schumannstraße 4",32,22083
434,kinderladen mozartstrasse e.v.,"22083 Hamburg, Mozartstraße 35",22,22083
435,kinderstube mini-mäuse,"22083 Hamburg, Mozartstraße 33",0,22083
436,kita feuerwache e. v.,"22083 Hamburg, Bachstraße 98",85,22083
437,kindergarten murmeltier,"22083 Hamburg, Schleidenstraße 4",0,22083
438,kita barmbeker lachmöwen e. v.,"22083 Hamburg, Beim Alten Schützenhof 4",40,22083
439,fröbel-kindergarten `hamburger meile´,"22083 Hamburg, Hamburger Straße 19",75,22083
440,kinderladen pirateninsel e.v.,"22083 Hamburg, Humboldtstraße 77",26,22083
441,kita winterhuder weg,"22085 Hamburg, Winterhuder Weg 11",0,22085
442,kinderinsel auf der uhlenhorst,"22085 Hamburg, Hofweg 79",0,22085
443,kita bullerbü e.v.,"22085 Hamburg, Kanalstraße 16",40,22085
444,krippe bumblebees,"22085 Hamburg, Heinrich-Hertz-Straße 33",24,22085
445,apoidea e.v.  krippe herderstraße,"22085 Hamburg, Herderstraße 36",0,22085
446,kita elisenstraße,"22087 Hamburg, Elisenstraße 6",0,22087
447,evangelisches kindertagesheim st. gertrud,"22087 Hamburg, Ifflandstraße 30",0,22087
448,kindergarten st. gertrud,"22087 Hamburg, Immenhof 6",40,22087
449,kindertagesheim `auf der uhlenhorst´,"22087 Hamburg, Papenhuder Straße 26",55,22087
450,krippenhaus in der ifflandstrsse,"22087 Hamburg, Ifflandstraße 69",30,22087
451,kita  ifflandstrasse,"22087 Hamburg, Ifflandstraße 69",0,22087
452,awo kita auenstraße,"22089 Hamburg, Auenstraße 20 b",130,22089
453,awo kita hasselbrook,"22089 Hamburg, Hasselbrookstraße 164",80,22089
454,casa de moloon hort in der schule wielandstraße,"22089 Hamburg, Wielandstraße 9",0,22089
455,kindergarten versöhnungskirche,"22089 Hamburg, Eilbektal 15",40,22089
456,kindergarten friedenskirche,"22089 Hamburg, Papenstraße 68",54,22089
457,kindertagesheim `tilemann-hort´ der stiftung eilbeker gemeindehaus,"22089 Hamburg, Ritterstraße 29",90,22089
458,kita eilbeker weg,"22089 Hamburg, Eilbeker Weg 51 - 53",45,22089
459,bilinguale kindertagesstätte luisito,"22089 Hamburg, Hammer Steindamm 44",0,22089
460,kinderladen kindertraum,"22089 Hamburg, Hirschgraben 44",20,22089
461,kita paul und max (wandsbeker chaussee),"22089 Hamburg, Wandsbeker Chaussee 105",25,22089
462,kita paula und max (eilbeker weg),"22089 Hamburg, Eilbeker Weg 39",0,22089
463,kita bauerberg,"22111 Hamburg, Bauerberg 38",0,22111
464,kita blostwiete,"22111 Hamburg, Blostwiete 2",0,22111
465,kita horner weg,"22111 Hamburg, Horner Weg 95 a",0,22111
466,ev. kita martin in hamburg horn,"22111 Hamburg, Bei der Martinskirche 8",0,22111
467,kindergarten der timotheus - gemeinde zu horn,"22111 Hamburg, Washingtonallee 65",60,22111
468,kath. kindertagesstätte st. paulus,"22111 Hamburg, Öjendorfer Weg 4",190,22111
469,kindergarten falkennest,"22111 Hamburg, Öjendorfer Weg 32",78,22111
470,kindertagesstätte billstedt centrum,"22111 Hamburg, Billstedter Hauptstrasse 52-54",85,22111
471,kita puzzlestein,"22111 Hamburg, Kreuzkirchenstieg 6",115,22111
472,bilingualer kindergarten david und goliath,"22111 Hamburg, Horner Landstraße 302",0,22111
473,kita kleine füchse,"22111 Hamburg, Beim Rauhen Hause 55",45,22111
474,kita kleine wissenschaftler,"22111 Hamburg, Sievekingsallee 186",0,22111
475,rasselbande horn,"22111 Hamburg, Sandkamp 8",30,22111
476,kita sandkamp,"22111 Hamburg, Sandkamp 35",0,22111
477,awo kita sonnenland,"22115 Hamburg, Sonnenland 27",70,22115
478,kita franz-marc-straße,"22115 Hamburg, Franz-Marc-Straße 10",0,22115
479,kita kandinskyallee,"22115 Hamburg, Kandinskyallee 25",0,22115
480,kita mondrianweg,"22115 Hamburg, Mondrianweg 4",125,22115
481,kinderhaus st. nicolaus,"22115 Hamburg, Mümmelmannsberg 73",108,22115
482,kath. kindertagesstätte st. stephanus,"22115 Hamburg, Oskar-Schlemmer-Straße 6",50,22115
483,kinderhaus mümmelmaus,"22115 Hamburg, Paul-Klee-Straße 3",0,22115
484,kinderland mümmelmannsberg `heinrich braune kinderhaus´,"22115 Hamburg, Rahewinkel 7a",0,22115
485,kita billstedter hauptstraße,"22117 Hamburg, Billstedter Hauptstr. 112",0,22117
486,kita druckerstraße,"22117 Hamburg, Druckerstraße 19",0,22117
487,kita möllner landstraße,"22117 Hamburg, Möllner Landstraße 266",0,22117
488,kita Öjendorfer höhe,"22117 Hamburg, Öjendorfer Höhe 2",0,22117
489,kindertagesstätte  `am Öjendorfer park´,"22117 Hamburg, Barsbütteler Weg 36",0,22117
490,spiel-werk-stadt schleemer bach,"22117 Hamburg, Schleemer Weg 8",0,22117
491,kita in der schule archenholzstraße,"22117 Hamburg, Archenholzstraße 55",0,22117
492,kitaspielpilot,"22117 Hamburg, Möllner Landstraße 86",25,22117
493,spielgruppe kirchsteinbek,"22117 Hamburg, Steinbeker Marktstraße 6a",20,22117
494,kita sturmvogelweg,"22119 Hamburg, Sturmvogelweg 7",0,22119
495,awo kita stoltenstraße,"22119 Hamburg, Stoltenstraße 52",85,22119
496,kita böcklerstraße,"22119 Hamburg, Böcklerstraße 33",0,22119
497,kita dietzweg,"22119 Hamburg, Dietzweg 6",0,22119
498,kita hermannstal,"22119 Hamburg, Hermannstal 88",0,22119
499,kita arche noah der kirchengemeinde philippus und rimbert,"22119 Hamburg, Manshardtstraße 105 f",95,22119
500,spielhaus speckenreye,"22119 Hamburg, Speckenreye 39",0,22119
501,kindertagesstätte dringsheide,"22119 Hamburg, Dringsheide 3a",140,22119
502,kindertagesstätte frosch-kita,"22119 Hamburg, Graßmannweg 6",36,22119
503,kita glückliche kids,"22119 Hamburg, Steinfeldtstraße 2",0,22119
504,kita in der schule speckenreye,"22119 Hamburg, Speckenreye 11",0,22119
505,kita schmusebacke - kita billstedt,"22119 Hamburg, Schiffbeker Weg 83",85,22119
506,kita großlohering 14,"22143 Hamburg, Großlohering 14",0,22143
507,kita großlohering 52 e,"22143 Hamburg, Großlohering 52 e",0,22143
508,kita rahlstedter bahnhofstraße,"22143 Hamburg, Rahlstedter Bahnhofstraße  43",0,22143
509,ev.-luth. kindergarten oldenfelde und zweigstelle kinderinsel,"22143 Hamburg, Massower Weg 8",0,22143
510,kindergarten der martinskirche,"22143 Hamburg, Sieker Landstraße 5",0,22143
511,kath. kindertagesstätte sonnenblume,"22143 Hamburg, Oldenfelderstraße 27",90,22143
512,kindergarten buchwaldstraße `villa kunterbunt´,"22143 Hamburg, Buchwaldstraße 83",60,22143
513,kinderhaus rahlstedt,"22143 Hamburg, Rahlstedter Straße 112",85,22143
514,kindertagesstätte ´koboldwiesen`,"22143 Hamburg, Bei den Boltwiesen 1",95,22143
515,waldkindergarten `wilde waldtrolle´,"22143 Hamburg, Eichberg 63",0,22143
516,kita pusteblume (großlohering),"22143 Hamburg, Großlohering 13",0,22143
517,kita spitzbergenweg,"22145 Hamburg, Spitzbergenweg 40",0,22145
518,ev. kindertagesstätte dreieckskoppel,"22145 Hamburg, Dreieckskoppel 13",0,22145
519,ev.-luth. kindertagesstätte wildschwanbrook,"22145 Hamburg, Wildschwanbrook 7",0,22145
520,freier waldorfkindergarten meiendorf,"22145 Hamburg, Meiendorfer Weg 77",44,22145
521,kindertagesheim `die urmelis´,"22145 Hamburg, Redderblock 43",165,22145
522,kindergarten kim bim,"22145 Hamburg, Islandstraße 25",0,22145
523,kindertagesstätte stapelfeld 'de lütten rackers',"
Schleswig-Holstein, 22145 Stapelfeld, Reinbeker Str. 4 a",94,0
524,kita bekassinenau,"22147 Hamburg, Bekassinenau 126",0,22147
525,kinderinsel außenstelle kita rahlstedt-oldenfelde,"22147 Hamburg, Kamminer Straße 2",0,22147
526,kita rappelkiste,"22147 Hamburg, Hermann-Balk-Straße 47",65,22147
527,kita spatzennest,"22147 Hamburg, Anklamer Ring 58 a",35,22147
528,kindertagesstätte rahlstedter weg,"22147 Hamburg, Rahlstedter Weg 89",0,22147
529,kita in der schule bekassinenau,"22147 Hamburg, Bekassinenau 32",0,22147
530,kinderhaus nienhagener straße,"22147 Hamburg, Nienhagener Straße 156",0,22147
531,waldkindergruppe rahlstedt,"22147 Hamburg, Nienhagener Straße 156",0,22147
532,kita am pulverhof,"22147 Hamburg, Am Pulverhof 46",19,22147
533,kita rahlstedter höhe,"22147 Hamburg, Ahrenshooper Straße 5",0,22147
534,bilinguale kindertagesstätte `regenbogen´,"22147 Hamburg, Ahrenshooper Straße 2",38,22147
535,park-kita altrahlstedt,"22147 Hamburg, Scharbeutzer Straße 27",145,22147
536,awo kita kielkoppelstraße,"22149 Hamburg, Kielkoppelstraße 16 a",75,22149
537,ev. kindertagesstätte der markus-kirchengemeinde hohenhorst rahlstedt-ost,"22149 Hamburg, Kielkoppelstraße 51",50,22149
538,ev. kita alt-rahlstedt haus lili,"22149 Hamburg, Pfarrstraße 21",80,22149
539,kindertagesstätte des caritasverbandes,"22149 Hamburg, Liliencronstraße 111",120,22149
540,kindertagesstätte `knirpse & co´,"22149 Hamburg, Schöneberger Straße 117",0,22149
541,kindertagesstätte `radau´,"22149 Hamburg, Poppenspälerweg 3",0,22149
542,die spielhaus galaxie,"22149 Hamburg, Köpenicker Straße 69",0,22149
543,kinderkrippe kiwi-mäuse,"22149 Hamburg, Liliencronstraße 130",0,22149
544,kita räuberhöhle rahlstedt,"22149 Hamburg, Rahlstedter Straße 64",22,22149
545,musikkindergarten ton und klang,"22149 Hamburg, Kielkoppelstraße 9 b",0,22149
546,awo kita jonni birckholtz,"22159 Hamburg, Neusurenland 59",100,22159
547,awo kita sonnenhügel,"22159 Hamburg, Berner Allee 66",50,22159
548,waldorfkindergarten hamburg-farmsen,"22159 Hamburg, Rahlstedterweg 60",0,22159
549,kita heuorts land,"22159 Hamburg, Heuorts Land 1",0,22159
550,kita swebengrund,"22159 Hamburg, Swebengrund 10",0,22159
551,kita tegelweg,"22159 Hamburg, Tegelweg 102",0,22159
552,kita farmsen-berne,"22159 Hamburg, Bramfelder Weg 23a",176,22159
553,kath. kindergarten arche noah,"22159 Hamburg, Rahlstedter Weg 15",90,22159
554,spielhaus farmsen,"22159 Hamburg, Am Luisenhof 16",0,22159
555,kinderhaus berne e.v.,"22159 Hamburg, Meiendorfer Stieg 1",28,22159
556,kindertagesstätte farmsen,"22159 Hamburg, August-Krogmann-Straße 100",155,22159
557,kindertagesstätte trabrennbahn,"22159 Hamburg, Max-Herz-Ring 9",150,22159
558,kita waldameisen berne,"22159 Hamburg, Lienaustraße 32",21,22159
559,kinderhaus volksdorf e.v.,"22159 Hamburg, Berner Heerweg 512",0,22159
560,kita in der schule eckerkoppel,"22159 Hamburg, Berner Heerweg 99",0,22159
561,kindertagesstätte lummerland,"22159 Hamburg, Traberweg 9",160,22159
562,die waldkinder hamburg,"22159 Hamburg, Krautgraben 21",0,22159
563,kita hansekrümel,"22159 Hamburg, August-Krogmann-Straße125",54,22159
564,kita hohnerredder,"22175 Hamburg, Hohnerredder 12",0,22175
565,kita-simeonkirche bramfeld,"22175 Hamburg, Tucholskyring 41",75,22175
566,kath. kindergarten st. wilhelm,"22175 Hamburg, Hohnerkamp 18",60,22175
567,naturkindergarten kokopelli,"22175 Hamburg, Carsten-Reimers-Stieg 1",120,22175
568,kita anderheitsallee,"22175 Hamburg, Anderheitsallee 22",40,22175
569,kita hohnerkamp,"22175 Hamburg, Hohnerkamp 67",50,22175
570,kita fabriciusstraße,"22177 Hamburg, Fabriciusstraße 270",0,22177
571,evangelische kita osterkirche bramfeld,"22177 Hamburg, Bramfelder Chaussee 202 b",70,22177
572,kita thomaskirche,"22177 Hamburg, Fabriciusstraße 52",70,22177
573,kita lilliputs,"22177 Hamburg, Bramfelder Chaussee 20 a",25,22177
574,kita pusteblume (fabriciusstraße),"22177 Hamburg, Fabriciusstraße 126",0,22177
575,kita heinrich-helbing-straße,"22177 Hamburg, Heinrich-Helbing-Straße 48",0,22177
576,kiku kinderland hamburg,"22177 Hamburg, Bramfelder Chaussee 1-3",86,22177
577,bewegungskindergarten sonnenblume,"22179 Hamburg, Haldesdorfer Straße 108",0,22179
578,kita hegholt,"22179 Hamburg, Hegholt 28",0,22179
579,kindertagesstätte  ´lohkomotive`,"22179 Hamburg, Lohkoppel 15",150,22179
580,drk bildungshaus eenstock – kita und gbs,"22179 Hamburg, Eenstock 15",25,22179
581,kinderhaus auenland,"22179 Hamburg, Fahrenkrön 119",27,22179
582,kinderhaus hobbit,"22179 Hamburg, Fahrenkröhn 115",0,22179
583,kita city nord,"22297 Hamburg, Manilaweg 1",0,22297
584,kita heilholtkamp,"22297 Hamburg, Heilholtkamp 94",0,22297
585,kindertagesstätte der martin-luther-gemeinde,"22297 Hamburg, Bebelallee 156 a",107,22297
586,kindertagesstätte paul-gerhardt-gemeinde,"22297 Hamburg, Braamkamp 51",48,22297
587,ev.-luth. kindertagesstätte in schiffbek & Öjendorf merkenstraße,"22297 Hamburg, Merkenstraße 4",112,22297
588,kita mexikoring,"22297 Hamburg, Mexikoring 21-25",0,22297
589,kindertagesstätte am werner otto institut,"22297 Hamburg, Paul-Stritter-Weg 5 a",53,22297
590,kita deelbögenkamp,"22297 Hamburg, Deelbögenkamp 4 a",65,22297
591,spielhaus alsterdorf,"22297 Hamburg, Bilser Straße 35a",0,22297
592,kindertagesstätte alsterklang,"22297 Hamburg, Maienweg 141",115,22297
593,kindertagesstätte alsterberg,"22297 Hamburg, Maienweg 66 b",0,22297
594,kita alsterdorf,"22297 Hamburg, Alsterdorfer Straße 220",85,22297
595,villa luna `kita hamburg´,"22297 Hamburg, Kapstadtring 4",75,22297
596,kinderzimmer rübenkamp,"22297 Hamburg, Überseering 10",0,22297
597,kita grasweg,"22299 Hamburg, Grasweg 21",100,22299
598,kath. kindergarten st. antonius,"22299 Hamburg, Lattenkamp 20",0,22299
599,kinderladen raupe nimmersatt,"22299 Hamburg, Hainbuchenweg 5b",23,22299
600,montessori-kinderhaus ´an der alster` e.v.,"22299 Hamburg, Sierichstraße 177",60,22299
601,kindertagesstätte stadtparkknirpse,"22299 Hamburg, Ohlsdorfer Straße 30",0,22299
602,kinderladen himmelstraße,"22299 Hamburg, Himmelstraße 1b",17,22299
603,kita `drachenkinderland´,"22299 Hamburg, Efeuweg 1",32,22299
604,apoidea e.v.  krippe barmbeker straße,"22299 Hamburg, Barmbeker Straße 187",0,22299
605,apoidea e.v. kita buchenstraße,"22299 Hamburg, Buchenstraße 3",0,22299
606,kita sierichstraße,"22299 Hamburg, Sierichstraße 183",42,22299
607,asb kita opitzstraße,"22301 Hamburg, Opitzstraße 17",60,22301
608,kita maria-louisen-straße,"22301 Hamburg, Maria-Louisen-Straße 132",0,22301
609,ev. kita matthäus winterhude-uhlenhorst,"22301 Hamburg, Poßmoorweg 48",110,22301
610,kindertagesstätte ´akademie für kinder`,"22301 Hamburg, Poßmoorweg 21a",75,22301
611,kita cäcilienstraße,"22301 Hamburg, Cäcilienstraße 1",0,22301
612,kinderhaus dorotheenstraße,"22301 Hamburg, Dorotheenstraße 53",50,22301
613,apoidea e.v. kinderhude,"22301 Hamburg, Maria-Louisen-Straße 133",0,22301
614,kita gottschedstraße,"22301 Hamburg, Gottschedstraße 2",18,22301
615,kinderzimmer dorotheenstraße,"22301 Hamburg, Dorotheenstraße 46-50",0,22301
616,kinderzimmer goldbek,"22301 Hamburg, Dorotheenstraße 82",0,22301
617,kita jarrestraße,"22303 Hamburg, Jarrestraße 59",0,22303
618,kita südring,"22303 Hamburg, Südring 40",0,22303
619,kindertagesheim epiphanien,"22303 Hamburg, Neckelmannstraße 1",85,22303
620,stiftung kindergärten finkenau `abraxas bilingual´,"22303 Hamburg, Stammannstraße 4",44,22303
621,stiftung kindergärten finkenau `hoelderlinsallee´,"22303 Hamburg, Jarrestraße 10",60,22303
622,stiftung kindergärten finkenau `pfützenracker´,"22303 Hamburg, Stammannstraße 10",40,22303
623,kindertagesstätte `de lütten winterhuder´,"22303 Hamburg, Knickweg 13",60,22303
624,kindertagesstätte `im stadtpark´,"22303 Hamburg, Hindenburgstraße 6 b",0,22303
625,`spokis´ e.v.  bewegungskindergarten im vfl 93,"22303 Hamburg, Barmbeker Straße 62",0,22303
626,kindertagesstätte martin-haller-ring,"22303 Hamburg, Martin-Haller-Ring 19",0,22303
627,kinderhaus knickweg e.v.,"22303 Hamburg, Lorenzengasse 6",50,22303
628,kita fröschlinge,"22303 Hamburg, Preystraße 8",14,22303
629,kita hansekinder,"22303 Hamburg, Mühlenkamp 43",95,22303
630,kinderladen rasselbande e. v.,"22303 Hamburg, Forsmannstrasse 22a",0,22303
631,stiftung kindergärten finkenau `alter güterbahnhof´,"22303 Hamburg, Alter Güterbahnhof 15 A",0,22303
632,kinderladen villa kunterbunt,"22303 Hamburg, Hanssensweg 19",27,22303
633,kita hanse matzen,"22303 Hamburg, Hanssensweg 28",23,22303
634,kita rübenkamp 15,"22305 Hamburg, Rübenkamp 15",0,22305
635,kindergarten der ev.-luth. gemeinde st. bonifatius,"22305 Hamburg, Lämmersieth 65",25,22305
636,kindertagesstätte der ev.-luth. kirchengemeinde nord-barmbek,"22305 Hamburg, Schwalbenstraße 32",80,22305
637,kita tieloh,"22305 Hamburg, Steilshooper Straße 120",40,22305
638,kinderzimmer seebek,"22305 Hamburg, Bramfelder Straße 153",0,22305
639,kita hartzloh,"22307 Hamburg, Hartzloh 50",0,22307
640,kita rübenkamp 123,"22307 Hamburg, Rübenkamp 123",0,22307
641,kita schlicksweg,"22307 Hamburg, Schlicksweg 40",0,22307
642,kindertagesstätte st. gabriel,"22307 Hamburg, Hartzlohplatz 17",40,22307
643,kita `die kleinen strolche´,"22307 Hamburg, Steilshooper Straße 242 a",40,22307
644,spielhaus langenfort,"22307 Hamburg, Langenfort 69",0,22307
645,kita rübennasen an der asklepios klinik barmbek,"22307 Hamburg, Rübenkamp 220",66,22307
646,kita erich-ziegel-ring,"22309 Hamburg, Erich-Ziegel-Ring 28",0,22309
