,kita_name,kita_address,kita_spots
870,kita in der schule franzosenkoppel,"22547 Hamburg, Franzosenkoppel 118","<a href=""../hamburg/22547/luruperhauptstrasse256.php"" target=""_blank"" title=""Kita ansehen""><b>kita teddybär</b></a>"
871,kita teddybär,"22547 Hamburg, Luruper Hauptstraße 256",<br/>
872,bilinguela kita lüttkamp,"22547 Hamburg, Lüttkamp 35",37
873,awo kita chi-kita,"22549 Hamburg, Friedrich-Schöning-Weg 10",75
874,kita achtern born,"22549 Hamburg, Achtern Born 78","<a href=""../hamburg/22549/immenbusch2.php"" target=""_blank"" title=""Kita ansehen""><b>kita immenbusch</b></a>"
875,kita immenbusch,"22549 Hamburg, Immenbusch 2","<a href=""../hamburg/22549/knabenweg16.php"" target=""_blank"" title=""Kita ansehen""><b>kita knabeweg</b></a>"
876,kita knabeweg,"22549 Hamburg, Knabenweg 16","<a href=""../hamburg/22549/glueckstaedterweg77.php"" target=""_blank"" title=""Kita ansehen""><b>kita glückstädter weg</b></a>"
877,kita glückstädter weg,"22549 Hamburg, Glückstädter Weg 77","<a href=""../hamburg/22549/kroonhorst117.php"" target=""_blank"" title=""Kita ansehen""><b>kita kroonhorst</b></a>"
878,kita kroonhorst,"22549 Hamburg, Kroonhorst 117","<a href=""../hamburg/22549/achternborn127.php"" target=""_blank"" title=""Kita ansehen""><b>ev. integrations-kindertagesstätte maria magdalena</b></a>"
879,ev. integrations-kindertagesstätte maria magdalena,"22549 Hamburg, Achtern Born 127","<a href=""../hamburg/22549/binsenort10.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindertagesstätte binsenort</b></a>"
880,ev. kindertagesstätte binsenort,"22549 Hamburg, Binsenort 10",90
881,haus mignon krippe,"22549 Hamburg, Rugenbarg 22",14
882,kindertagesstätte `pfiffikus´,"22549 Hamburg, Knabeweg 1",75
883,kita grashüpfer,"22549 Hamburg, Sandort 17",23
884,kita am spielhafen,"22549 Hamburg, Bornheide 99",35
885,kita flur-spatz,"22549 Hamburg, Flurstraße 7",36
886,kita wedeler landstraße,"22559 Hamburg, Wedeler Landstraße 2","<a href=""../hamburg/22559/rissenerbusch38.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindertagesstättenwerk altona/blankenese kindertagesstätte rissen</b></a>"
887,ev. kindertagesstättenwerk altona/blankenese kindertagesstätte rissen,"22559 Hamburg, Rissener Busch 38",100
888,ev. johannes- krippe,"22559 Hamburg, Wedeler Landstraße 7",26
889,kindertagesstätte alte post,"22559 Hamburg, Am Rissener Bahnhof 3","<a href=""../hamburg/22559/rissenerdorfstrasse51.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten zaubermäuse e.v.</b></a>"
890,kindergarten zaubermäuse e.v.,"22559 Hamburg, Rissener Dorfstraße 51","<a href=""../hamburg/22559/suurheid20.php"" target=""_blank"" title=""Kita ansehen""><b>kita rissener racker an der asklepios westklinikum</b></a>"
891,kita rissener racker an der asklepios westklinikum,"22559 Hamburg, Suurheid 20, Haus 9",60
892,kita gabriele friedl,"22559 Hamburg, Wedeler Landstraße 88 b","<a href=""../hamburg/22559/grotsahl22.php"" target=""_blank"" title=""Kita ansehen""><b>kinderhaus grot sahl</b></a>"
893,kinderhaus grot sahl,"22559 Hamburg, Grot Sahl 22","<a href=""../hamburg/22559/grotsahl22wald.php"" target=""_blank"" title=""Kita ansehen""><b>waldkindergarten rissen</b></a>"
894,waldkindergarten rissen,"22559 Hamburg, Grot Sahl 22",66
895,bilinguale kita blankenese,"22587 Hamburg, Schenefelder Landstraße 1",60
896,blankeneser waldorfkindergarten e. v.,"22587 Hamburg, Schenefelder Landstraße 34",0
897,spielstunde ev.-luth. kiga blankenese im bereich der fÜak,"22587 Hamburg, Manteuffelstraße 20",0
898,evangelische kindertagesstätte im bereich der führungsakademie der bundeswehr,"22587 Hamburg, Manteuffelstraße 20",118
899,ev. kindergarten blankenese,"22587 Hamburg, Mühlenberger Weg 60a",150
900,kath. kindergarten maria grün,"22587 Hamburg, Schenefelder Landstraße 3",0
901,kindergruppe blankenese e.v.,"22587 Hamburg, Oesterleystraße 20 a",17
902,blankeneser zwerge,"22587 Hamburg, Mühlenberger Weg 68",16
903,kindergruppe kahlkamp,"22587 Hamburg, Kahlkamp 9",15
904,natur- und waldkita stadt-land-fluss,"22587 Hamburg, Falkensteiner Weg 3",25
905,kita gosslers park,"22587 Hamburg, Blankeneser Landstraße 2a",20
906,kita hasenhöhle,"22587 Hamburg, Hasenhöhe 63","<a href=""../hamburg/22587/erik-blumenfeld-platz13.php"" target=""_blank"" title=""Kita ansehen""><b>strollers kinderhaus</b></a>"
907,strollers kinderhaus,"22587 Hamburg, Erik-Blumenfeld-Platz 13",65
908,asb kita kinderhaus loewenberg,"22589 Hamburg, Musäusstraße 24",60
909,davidswagen,"22589 Hamburg, Sülldorfer Landstraße 104",0
910,kita iserbrooker weg,"22589 Hamburg, Iserbrooker Weg 5","<a href=""../hamburg/22589/eichengrund27.php"" target=""_blank"" title=""Kita ansehen""><b>kita eichengrund</b></a>"
911,kita eichengrund,"22589 Hamburg, Eichengrund 27","<a href=""../hamburg/22589/schenefelderlandstrasse198.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindergarten hamburg-iserbrook</b></a>"
912,ev. kindergarten hamburg-iserbrook,"22589 Hamburg, Schenefelder Landstraße 198",100
913,ev. kindertagesstätte sülldorf,"22589 Hamburg, Sülldorfer Kirchenweg 187",60
914,kinderhaus blümchen,"22589 Hamburg, Loewenbergstraße 4",0
915,kindergarten sapperweg,"22589 Hamburg, Sapperweg 9",0
916,kindergruppe in den elbvororten e.v.,"22589 Hamburg, Schenefelder Landstrasse 87",22
917,kindertagesstätte lütt iserbrook,"22589 Hamburg, Lütt Iserbrook 41","<a href=""../hamburg/22589/schenefelderholt85d.php"" target=""_blank"" title=""Kita ansehen""><b>kinderhaus iserbrook-sülldorf</b></a>"
918,kinderhaus iserbrook-sülldorf,"22589 Hamburg, Schenefelder Holt 85 d",20
919,kindertagesstätte `lütt tabea´,"22589 Hamburg, Bockhorst 122","<a href=""../hamburg/22589/osdorferlandstrasse323a.php"" target=""_blank"" title=""Kita ansehen""><b>mulles kindergarten</b></a>"
920,mulles kindergarten,"22589 Hamburg, Osdorfer Landstraße 323 a","<a href=""../hamburg/22589/iserbrookerweg62.php"" target=""_blank"" title=""Kita ansehen""><b>kita zur förderung der waldorfpädagogik</b></a>"
921,kita zur förderung der waldorfpädagogik,"22589 Hamburg, Iserbrooker Weg 62","<a href=""../hamburg/22589/schenefelderholt137.php"" target=""_blank"" title=""Kita ansehen""><b>montessori kinderhaus iserbrook</b></a>"
922,montessori kinderhaus iserbrook,"22589 Hamburg, Schenefelder Holt 137",19
923,kita holmbrook,"22605 Hamburg, Holmbrook 12","<a href=""../hamburg/22605/bernadottestrasse128a.php"" target=""_blank"" title=""Kita ansehen""><b>kita bernadottestraße</b></a>"
924,kita bernadottestraße,"22605 Hamburg, Bernadottestraße 128 a",27
925,kita elbchaussee,"22605 Hamburg, Elbchaussee 174","<a href=""../hamburg/22605/roosensweg28c.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte christuskirche othmarschen</b></a>"
926,kindertagesstätte christuskirche othmarschen,"22605 Hamburg, Roosens Weg 28 c",148
927,kindergarten am jenischpark,"22605 Hamburg, Ohnsorgweg 16",25
928,kinderhaus altona,"22605 Hamburg, Trenknerweg 108",18
929,kinderhaus reventlowstraße,"22605 Hamburg, Reventlowstraße 56",22
930,kita tante d,"22605 Hamburg, Hochrad 29",<br/>
931,kita wichmannstraße,"22607 Hamburg, Wichmannstraße  31","<a href=""../hamburg/22607/beiderflottbekermuehle25b.php"" target=""_blank"" title=""Kita ansehen""><b>evangelische kindertagesstätte bugenhagen, groß-flottbek</b></a>"
932,"evangelische kindertagesstätte bugenhagen, groß-flottbek","22607 Hamburg, Bei der Flottbeker Mühle 25b",80
933,ev.-luth.kindertagesstätte in der melanchthonkirchengemeinde,"22607 Hamburg, Ebertallee 55",102
934,ev. kita-werk blankenese kindertagesstätte seestraße,"22607 Hamburg, Seestraße 1",110
935,ev. kindertagesstätte windmühlenweg,"22607 Hamburg, Windmühlenweg 19","<a href=""../hamburg/22607/ebertallee11a.php"" target=""_blank"" title=""Kita ansehen""><b>kath. kindergarten st. paulus- augustinus</b></a>"
936,kath. kindergarten st. paulus- augustinus,"22607 Hamburg, Ebertallee 11a",0
937,kinderwelt@desy,"22607 Hamburg, Notkestraße 85",100
938,kinderhaus bahrenfeld e.v.,"22607 Hamburg, Wichmannstraße 13 a",32
939,kindergarten kinderkreis 52,"22607 Hamburg, Onckenstraße 1 b",28
940,kindertagesheim rasselbande,"22607 Hamburg, Notkestraße 23",40
941,kinderhaus osteresch,"22607 Hamburg, Osteresch 18-20",40
942,kita `villa vivendi´  flottbek,"22607 Hamburg, Osdorfer Weg 64",0
943,kinderzimmer villa flottbek,"22607 Hamburg, Beselerstraße 19",0
944,kleiner waldorfkindergarten kanzleistrasse,"22609 Hamburg, Kanzleistr.8",16
945,waldorf kindergarten an der rudolf steiner schule hamburg-nienstedten,"22609 Hamburg, Elbchaussee 366",48
946,suse-könig-kindergarten,"22609 Hamburg, Heimburgstraße 4",64
947,evangelische kita st. simeon,"22609 Hamburg, Dörpfeldstraße 56",30
948,ev. kindertagesstätte nienstedten,"22609 Hamburg, Rupertistraße 47",110
949,kindergarten im haus mignon,"22609 Hamburg, Christian-F.-Hansen-Straße 5",28
950,montessori kinderhaus an der elbe e.v.,"22609 Hamburg, Jenischstraße 48",44
951,kindergarten rund und bunt e.v.,"22609 Hamburg, Heinrich-Plett-Straße 1b",56
952,fröbel-kindergarten `elbwichtel´,"22609 Hamburg, Osdorfer Landstrraße 137",101
953,kita zwergenaufstand,"22761 Hamburg, Bahrenfelder Chaussee 45",55
954,asb kita räuberhöhle,"22761 Hamburg, Theodorstraße 42-90  Haus Nr. 12",40
955,kita daimlerstraße,"22761 Hamburg, Bei der Paul-Gerhardt-Kirche 16","<a href=""../hamburg/22761/lyserstrasse25.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätten der luthergemeinde</b></a>"
956,kindertagesstätten der luthergemeinde,"22761 Hamburg, Lutherhöhe 22 (& Lyserstr. 25)",124
957,kindertagesstätte sibeliusstraße,"22761 Hamburg, Sibeliusstraße 20",30
958,kindertagesstätte stahltwiete,"22761 Hamburg, Stahltwiete 11",66
959,kita bunte töne bahrenfeld,"22761 Hamburg, Haydnstraße 1",40
960,elbpiraten kita gasstraße,"22761 Hamburg, Gasstraße 18",80
961,kita sco (sport-club ottensen),"22761 Hamburg, Mendelssohnstraße 86","<a href=""../hamburg/22761/bertrand-russell-strasse4.php"" target=""_blank"" title=""Kita ansehen""><b>integrative bewegungskindertagesstätte</b></a>"
962,integrative bewegungskindertagesstätte,"22761 Hamburg, Bertrand-Russell-Straße 4","<a href=""../hamburg/22761/haydnstrasse30.php"" target=""_blank"" title=""Kita ansehen""><b>kita nesthäkchen</b></a>"
963,kita nesthäkchen,"22761 Hamburg, Haydnstraße 30",43
964,kita nordvind,"22761 Hamburg, Theodorstraße 42 – 90   Haus 9",72
965,kinderladen `die wilde 13´,"22761 Hamburg, Bei der Paul-Gerhardt-Kirche 2",42
966,mendelssohn-kita,"22761 Hamburg, Bahrenfelder Chaussee 77",55
967,kita alte druckerei,"22761 Hamburg, Luruper Chaussee 125","bewegung, künstlerisch-ästhetische bildung und forschendes lernen"
968,kinderstadt kita altona,"22761 Hamburg, Ruhrstraße 18b",98
969,kidspace - kita und mehr,"22761 Hamburg, Paul-Dessau-Straße 3g",180
970,kinderstadt kita altona ii,"22761 Hamburg, Ruhrstraße 18 a",46
971,kita johann-mohr-weg,"22763 Hamburg, Johann-Mohr-Weg 23","<a href=""../hamburg/22763/behringstrasse82a.php"" target=""_blank"" title=""Kita ansehen""><b>kita behringstraße</b></a>"
972,kita behringstraße,"22763 Hamburg, Behringstraße 82 a","<a href=""../hamburg/22763/griegstrasse1a.php"" target=""_blank"" title=""Kita ansehen""><b>ev. ansgar-kindergarten griegstraße 1a</b></a>"
973,ev. ansgar-kindergarten griegstraße 1a,"22763 Hamburg, Griegstraße 1a",23
974,kita tabita an der kreuzkirche,"22763 Hamburg, Hohenzollernring 67",115
975,kath. kindertagesstätte st. marien,"22763 Hamburg, Bei der Reitbahn 6",120
976,freie kindergärten elbvororte e.v.,"22763 Hamburg, Friedensallee 271",110
977,kindergarten susettestraße e.v.,"22763 Hamburg, Susettestraße 11",34
978,kinderladen ringelsocke,"22763 Hamburg, Holstentwiete 54-56",36
979,kita elbtunnelkids an der asklepios klinik altona,"22763 Hamburg, Paul-Ehrlich-Straße 1","ab 3 jahre englisch-, musik- und rhythmikangebot"
980,kindergarten `die villa´,"22763 Hamburg, Friedensallee 118","<a href=""../hamburg/22763/fischersallee11.php"" target=""_blank"" title=""Kita ansehen""><b>kinderladen rotznasen</b></a>"
981,kinderladen rotznasen,"22763 Hamburg, Fischers Allee 11",60
982,kita kindergarten holstentwiete,"22763 Hamburg, Holstentwiete 26","<a href=""../hamburg/22763/griegstrasse75.php"" target=""_blank"" title=""Kita ansehen""><b>kita  marzipanfabrik</b></a>"
983,kita  marzipanfabrik,"22763 Hamburg, Griegstraße 75  Haus 24 A","<a href=""../hamburg/22763/eulenstr74.php"" target=""_blank"" title=""Kita ansehen""><b>mein lieb kindergarten</b></a>"
984,mein lieb kindergarten,"22763 Hamburg, Eulenstr. 74",16
985,kita wurzelkids,"22763 Hamburg, Große Brunnenstraße 13",<br/>
986,lorenzini kunst-kita (friedensallee),"22763 Hamburg, Friedensallee 260",72
987,kinderzimmer marmeladen­fabrik,"22763 Hamburg, Friesenweg 2c",0
988,waldorfkindergarten altona - mercado,"22765 Hamburg, Große Rainstraße 22",35
989,kita eulenstraße,"22765 Hamburg, Eulenstraße 31","<a href=""../hamburg/22765/ottenserhauptstrasse61ab.php"" target=""_blank"" title=""Kita ansehen""><b>kita ottenser hauptstraße</b></a>"
990,kita ottenser hauptstraße,"22765 Hamburg, Ottenser Hauptstr. 61 a+b",36
991,kita zeiseweg,"22765 Hamburg, Zeiseweg 15","<a href=""../hamburg/22765/ottensermarktplatz8.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte an der christianskirche</b></a>"
992,kindertagesstätte an der christianskirche,"22765 Hamburg, Ottenser Marktplatz 8",90
993,regenbogenkinder der ev.-freik. gemeinde hamburg-altona,"22765 Hamburg, Suttnerstraße 18",31
994,kindertagesstätte an der osterkirche,"22765 Hamburg, Zeißstraße 71",80
995,spielhaus zeiseweg,"22765 Hamburg, Zeiseweg 17","<a href=""../hamburg/22765/friedensallee7-9.php"" target=""_blank"" title=""Kita ansehen""><b>kinderhaus kunterbunt e.v.</b></a>"
996,kinderhaus kunterbunt e.v.,"22765 Hamburg, Friedensallee 7-9",55
997,babyladen ringelsocke,"22765 Hamburg, Rothestraße 36",14
998,kita bahrenfelder straße,"22765 Hamburg, Völckersstraße 42 a","<a href=""../hamburg/22765/haubachstrasse16.php"" target=""_blank"" title=""Kita ansehen""><b>kita elbtosse</b></a>"
999,kita elbtosse,"22765 Hamburg, Haubachstraße 16",21
1000,kita die schatztruhe e.v.,"22765 Hamburg, Lobuschstraße 9 -11",46
1001,kindergarten filefant,"22765 Hamburg, Nöltingstraße 31",19
1002,kinderhaus in der chocoladenfabrik,"22765 Hamburg, Winterstraße 11",92
1003,kinderhaus mottenlos,"22765 Hamburg, Kirchentwiete 3-5",96
1004,kinderhaus planckstraße,"22765 Hamburg, Planckstraße 11 a","<a href=""../hamburg/22765/behringstrasse21.php"" target=""_blank"" title=""Kita ansehen""><b>kinderkrippe nesthäkchen</b></a>"
1005,kinderkrippe nesthäkchen,"22765 Hamburg, Behringstraße 21",28
1006,kinderladen donnerlüttchen,"22765 Hamburg, Behringstraße 11",36
1007,kita kleine rainstraße 17,"22765 Hamburg, Kleine Rainstraße 17-19",52
1008,kindertagesstätte krokophantsie,"22765 Hamburg, Max-Brauer-Allee 186",45
1009,kita kurz und klein,"22765 Hamburg, Nöltingstraße 80",34
1010,kita küstenkindern,"22765 Hamburg, Holstenstraße 156",90
1011,kita mottenkiste,"22765 Hamburg, Am Born 6 a","<a href=""../hamburg/22765/amfelde2.php"" target=""_blank"" title=""Kita ansehen""><b>kinderladen panini</b></a>"
1012,kinderladen panini,"22765 Hamburg, Am Felde 2",20
1013,kita `villa vivendi´ altona,"22765 Hamburg, Holstenstraße 168",bilingual
1014,kita wiwawuschel,"22765 Hamburg, Max-Brauer-Allee 191",26
1015,kindertreff motte,"22765 Hamburg, Rothestrasse 46a",<br/>
1016,internationaler kinderladen,"22767 Hamburg, Jessenstraße 10",60
1017,asb kita lerche,"22767 Hamburg, Lerchenstraße 77",54
1018,asb kita wilde schmuddelkinder,"22767 Hamburg, Wohlers Allee 36 a",35
1019,awo kita brunnenhof,"22767 Hamburg, Paul-Roosen-Straße 24",50
1020,kita hospitalstraße,"22767 Hamburg, Hospitalstraße 109","<a href=""../hamburg/22767/scheplerstrasse5.php"" target=""_blank"" title=""Kita ansehen""><b>kita scheplerstraße</b></a>"
1021,kita scheplerstraße,"22767 Hamburg, Scheplerstraße  5","<a href=""../hamburg/22767/struenseestrasse56.php"" target=""_blank"" title=""Kita ansehen""><b>kita struenseestraße</b></a>"
1022,kita struenseestraße,"22767 Hamburg, Struenseestraße 56","<a href=""../hamburg/22767/otzenstrasse2a.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte friedenskirche altona</b></a>"
1023,kindertagesstätte friedenskirche altona,"22767 Hamburg, Otzenstraße 2a","<a href=""../hamburg/22767/schillerstrasse22.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindergarten st. petri-altona</b></a>"
1024,ev. kindergarten st. petri-altona,"22767 Hamburg, Schillerstraße 22",22
1025,kath. kindertagesstätte st. joseph,"22767 Hamburg, Simon-von-Utrecht-Straße113",85
1026,kath.kindergarten st.theresien,"22767 Hamburg, Wohlers Allee 40",55
1027,kindergarten papillon e.v.,"22767 Hamburg, Wohlers Allee 74",30
1028,waldorfkindergarten altona - blücherstraße,"22767 Hamburg, Blücherstraße 35",35
1029,die kobolde e.v.,"22767 Hamburg, Eschelsweg 21",18
1030,kita emily,"22767 Hamburg, Bernstorffstraße 95-97",<br/>
1031,kindertagesheim kleine hexe,"22767 Hamburg, Königstraße 11 a","<a href=""../hamburg/22767/thedestrasse102.php"" target=""_blank"" title=""Kita ansehen""><b>kita in der louise schroeder schule</b></a>"
1032,kita in der louise schroeder schule,"22767 Hamburg, Thedestraße 102","<a href=""../hamburg/22767/chemnitzstrasse82.php"" target=""_blank"" title=""Kita ansehen""><b>kinderclub chamäleon</b></a>"
1033,kinderclub chamäleon,"22767 Hamburg, Chemnitzstraße 82",60
1034,kinderhaus goethestraße,"22767 Hamburg, Goethestraße 27","<a href=""../hamburg/22767/wohlersallee60.php"" target=""_blank"" title=""Kita ansehen""><b>kinderhaus wohlers allee</b></a>"
1035,kinderhaus wohlers allee,"22767 Hamburg, Wohlers Allee 60","<a href=""../hamburg/22767/gilbertstrasse47.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten schaukelpferd e.v.</b></a>"
1036,kindergarten schaukelpferd e.v.,"22767 Hamburg, Gilbertstraße 47",82
1037,kindergarten `kratzbürsten´,"22767 Hamburg, Alte Königstraße 15","<a href=""../hamburg/22767/schillerstrasse11.php"" target=""_blank"" title=""Kita ansehen""><b>krippe `mini kratzbürsten´</b></a>"
1038,krippe `mini kratzbürsten´,"22767 Hamburg, Schillerstraße 11",30
1039,kita paula und max im august-lütgens-park,"22767 Hamburg, Holstenstraße 108",40
1040,kita paula und max (oelkersallee),"22767 Hamburg, Oelkersallee 3-5","<a href=""../hamburg/22767/virchowstrasse78a.php"" target=""_blank"" title=""Kita ansehen""><b>kita sonne, mond &amp; sterne</b></a>"
1041,"kita sonne, mond & sterne","22767 Hamburg, Virchowstraße 78 a",39
1042,kita taka-tuka-land hamburg,"22767 Hamburg, Blücherstraße 11","<a href=""../hamburg/22767/thedestrasse67.php"" target=""_blank"" title=""Kita ansehen""><b>kita thedestraße</b></a>"
1043,kita thedestraße,"22767 Hamburg, Thedestraße 67","<a href=""../hamburg/22767/gerritstrasse9.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte pas gerritstrasse</b></a>"
1044,kindertagesstätte pas gerritstrasse,"22767 Hamburg, Gerritstrasse 9",40
1045,kita schilleroper,"22767 Hamburg, Lerchenstraße 28",68
1046,spielhaus alsenpark,"22769 Hamburg, Alsenstraße 33","<a href=""../hamburg/22769/heinrichstrasse14a.php"" target=""_blank"" title=""Kita ansehen""><b>waldorfkindergarten schanzenviertel</b></a>"
1047,waldorfkindergarten schanzenviertel,"22769 Hamburg, Heinrichstrasse 14A",47
1048,christian morgenstern kindergarten,"22769 Hamburg, Heinrichstraße 14 a",69
1049,kita koldingstraße,"22769 Hamburg, Koldingstraße 19","<a href=""../hamburg/22769/mennonitenstrasse5.php"" target=""_blank"" title=""Kita ansehen""><b>kita mennonitenstraße</b></a>"
1050,kita mennonitenstraße,"22769 Hamburg, Mennonitenstr. 5","<a href=""../hamburg/22769/beiderpauluskirche1.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindergarten paulus</b></a>"
1051,ev. kindergarten paulus,"22769 Hamburg, Bei der Pauluskirche 1",20
1052,kinderladen tüdelband,"22769 Hamburg, Lippmannstraße 7",40
1053,kunst kita `der kleine prinz´,"22769 Hamburg, Oelkersallee 44",26
1054,kita pippi langstrumpf e.v.,"22769 Hamburg, Juliusstraße 11","<a href=""../hamburg/22769/heinrichstrasse19.php"" target=""_blank"" title=""Kita ansehen""><b>kita schmuddelkinder `babyhaus´</b></a>"
1055,kita schmuddelkinder `babyhaus´,"22769 Hamburg, Heinrichstraße 19",30
1056,türkisch-deutscher kindergarten,"22769 Hamburg, Eimsbütteler Straße 39",52
1057,kita villa wackelzahn,"22769 Hamburg, Waterloostraße 6","<a href=""../hamburg/22769/stresemannstrasse52.php"" target=""_blank"" title=""Kita ansehen""><b>lorenzini kunst-kita (stresemannstrasse)</b></a>"
1058,lorenzini kunst-kita (stresemannstrasse),"22769 Hamburg, Stresemannstrasse 52",90
1059,lorenzini kunst-kita (krippe),"22769 Hamburg, Sommerhuder Straße 35a",30
