,kita_name,kita_address,kita_spots
1042,hort taunusoase,"12309 Berlin, Wiesbadener Str. 20",150
1043,kita cheburashka-tempelhof,"12309 Berlin, Nahariyastr. 40",24
1044,kita traumburg,"12309 Berlin, Weilburgstraße 11","integration/inklusion, sprachförderung, bewegung/psychomotorik"
1045,kita feuerwache,"12309 Berlin, Alt - Lichtenrade 97",72
1046,kindertagesstätte töpi,"12309 Berlin, Töpchiner Weg 127-129",140
1047,kindertagesstättenverein lichtenrade ost e.v.,"12309 Berlin, Skarbinastr. 86",82
1048,kinderladen 'pillepoppen',"12309 Berlin, Alt-Lichtenrade 100",60
1049,kita nahariyastraße,"12309 Berlin, Nahariyastr. 21",130
1050,kindertagesstätte muna,"12309 Berlin, Homburgstr. 17",21
1051,hisa-kita kirchhainer damm,"12309 Berlin, Kirchhainer Damm 11",0
1052,schlösschen - süd,"12309 Berlin, Alt- Lichtenrade 29 C",24
1053,kita sonnenkäfer,"12347 Berlin, Holzmindener Str. 23",140
1054,hewdig und ihre kräuterlehrlinge e.v.,"12347 Berlin, Wederstr. 87-89",30
1055,kleine monster ag,"12347 Berlin, Mohriner Allee 96",33
1056,kita kinderplaneten,"12347 Berlin, Germaniapromenade 8",40
1057,kita der kleinen kreativen ggmbh,"12347 Berlin, Gradestraße 36",149
1058,teilzeitkita joh- chr- blumhardt- gemeinde,"12349 Berlin, Buckower Damm 59/61",20
1059,kita künheimer weg,"12349 Berlin, Künheimer Weg 7-9",120
1060,ekt - dinglhopper e.v.,"12349 Berlin, Buckower Damm 108",25
1061,humanistische kita mÄusevilla,"12349 Berlin, Michel-Klinitz-Weg 18",72
1062,ekg - marienfelder chaussee 66,"12349 Berlin, Marienfelder Chaussee 066",19
1063,kita rüsselbande,"12349 Berlin, Drusenheimer Weg 43",129
1064,kinderladen kasperle e.v. - ekt,"12349 Berlin, Schlierbacher Weg 18",25
1065,tagesgroßpflege krümel...,"12351 Berlin, Fritz-Erler-Allee 114",10
1066,tabaluga kindertagesstätte -  bewegungskindergarten,"12353 Berlin, Zwickauer Damm 24",136
1067,ekt - kinderhort gropiusstadt der mieterinitiative hws-gropiusstadt e.v.,"12353 Berlin, Lipschitzallee 038",30
1068,humanistische kita 'pro-dia-kita',"12353 Berlin, Landreiterweg 55",140
1069,ekg - joachim-gottschalk-weg 41,"12353 Berlin, Joachim-Gottschalk-Weg 041",30
1070,ekg - martin-luther-king-weg 6,"12353 Berlin, Martin-Luther-King-Weg 006",18
1071,kita kirschnerweg,"12353 Berlin, Kirschnerweg 29",105
1072,pretty world rudow,"12353 Berlin, Agnes Straub Weg 20-22",65
1073,kita chiquitito,"12355 Berlin, Dora-Mendler-Straße 2A",57
1074,ekg - köpenicker str. 187,"12355 Berlin, Köpenicker Str. 187",30
1075,ekg - geflügelsteig 22,"12355 Berlin, Geflügelsteig 22-28",15
1076,kita 'ursulinchen',"12355 Berlin, Ursulinenstraße 27",80
1077,kita grashüpferchen rudow,"12355 Berlin, Selgenauer Weg 1a",0
1078,naturdetektive kita lieselotte,"12355 Berlin, Lieselotte-Berger-Str. 19",28
1079,kita balou,"12357 Berlin, Neuköllner Str.312",49
1080,ina.kinder.garten flurweg,"12357 Berlin, Flurweg 77",200
1081,ekg - orchideenweg 77,"12357 Berlin, Orchideenweg 077",15
1082,piratennest,"12357 Berlin, Neuköllnerstraße 226",25
1083,katholische kindertagesstätte ''st. joseph'',"12357 Berlin, Alt-Rudow 46",56
1084,ekg - fritz-reuter-allee 130,"12359 Berlin, Fritz-Reuter-Allee 130",15
1085,kath. kita bruder klaus,"12359 Berlin, Bruno-Taut-Ring 9g",30
1086,kita ravelin,"12359 Berlin, Wesenberger Ring 1b",50
1087,katholische kita heiliger schutzengel,"12359 Berlin, Alt-Britz 41d",50
1088,kindertagesstätte 'möwe',"12359 Berlin, Möwenweg 21-23",36
1089,waldkindergarten 'plänterhorst',"12435 Berlin, Am Treptower Park 70 (siehe Träger)",18
1090,karl und karla e.v.,"12435 Berlin, Karl- Kunger-Str.59",20
1091,flitzpiepen,"12435 Berlin, Am Treptower Park 37",20
1092,frÖbel-kindergarten „wirbelwind“,"12435 Berlin, Puschkinallee 10/12",230
1093,frÖbel-kindergarten „heureka“,"12435 Berlin, Martin Hoffmann Strasse 12",76
1094,kita am karpfenteich,"12435 Berlin, Am Treptower Park 70 (siehe Träger)",24
1095,kita greta and friends,"12435 Berlin, Puderstraße 21",40
1096,kindertagespflege lohmühle,"12435 Berlin, Lohmühlenstr.36",10
1097,pretty world,"12435 Berlin, Elsenstraße 102",45
1098,pretty world kindergarten,"12435 Berlin, Elsenstr. 25",26
1099,städt. kita dammweg 157,"12437 Berlin, Dammweg 157",150
1100,kita villa klecks,"12437 Berlin, Kiefholzstraße 269",40
1101,städt. kita heidemühler weg 37,"12437 Berlin, Heidemühler Weg 037",224
1102,städt. kita heidekampweg 105,"12437 Berlin, Heidekampweg 105",80
1103,'die plänter' - integrierte waldkita,"12437 Berlin, Rodelbergweg 2",25
1104,städt. kita heidekampweg 103,"12437 Berlin, Heidekampweg 103",75
1105,kita grünauer,"12437 Berlin, Grünauer Straße 60",40
1106,städt. kita eichbuschallee 4-6,"12437 Berlin, Eichbuschallee 004",175
1107,städt. kita dammweg 155,"12437 Berlin, Dammweg 155",150
1108,städt. kita dornbrunner str. 17,"12437 Berlin, Dornbrunner Str. 017",150
1109,arbolitos,"12437 Berlin, Baumschulenstr. 103",30
1110,kita pirole treptow,"12437 Berlin, Schraderstr. 12",25
1111,kinderladen wilde möhre,"12437 Berlin, Mörikestr. 2",18
1112,die traumfänger-baumschulenweg,"12437 Berlin, Köpenicker Landstr. 246",30
1113,evangelische kindertagesstätte,"12439 Berlin, Köllnische Str. 8",40
1114,städt. kita grimaustr. 37,"12439 Berlin, Grimaustr. 036",165
1115,städt. kita grimaustr. 35,"12439 Berlin, Grimaustr. 035",165
1116,kreativitätskindertagesstätte minimax,"12439 Berlin, Hartriegelstraße 77",42
1117,kneipp-kita 'offensive krümel',"12439 Berlin, Bouchéstr. 25a",125
1118,humanistischer verband deutschlands,"12439 Berlin, Johanna-Tesch-Str. 20",83
1119,waldkita - wühlmäuse,"12439 Berlin, An der Wuhlheide",18
1120,mosaik kita,"12439 Berlin, Adlergestell 133",40
1121,kita der caritas familien- und jugendhilfe ggmbh,"12459 Berlin, Weiskopffstr. 013",120
1122,kita - an der wuhlheide - ostendstraße,"12459 Berlin, An der Wuhlheide 180",128
1123,kita 'pusteblume',"12459 Berlin, Otto-Krüger-Zeile 6",95
1124,städt. kita griechische allee 23-25,"12459 Berlin, Griechische Allee 023",110
1125,städt. kita griechische allee 21,"12459 Berlin, Griechische Allee 021",58
1126,kita spreekinder,"12459 Berlin, Edisonstraße 19",45
1127,windfee,"12459 Berlin, Goethe Str. 2",30
1128,kita der ev. kirchengem. christuskirche,"12459 Berlin, Firlstr. 016",50
1129,kita - internationaler bund (ib) e.v.,"12459 Berlin, Otto-Krüger-Zeile 4",132
1130,kita 'plönzwerge',"12459 Berlin, Rathenaustraße 15",33
1131,kita traumschön,"12459 Berlin, Wilhelminenhofstraße 47 B / Marienstraße 19",38
1132,kita sonnentropfen,"12459 Berlin, An der Wuhlheide 232B",76
1133,pretty world kita 3,"12459 Berlin, Siemensstraße 14",50
1134,kita pimpinella treptow,"12459 Berlin, Wilhelminenhofstraße 45 A/B",<br/>
1135,frÖbel-kindergarten „im grünen“,"12487 Berlin, Südostallee 214",240
1136,kita sternschnuppe,"12487 Berlin, Sterndamm 41-45",60
1137,städt. kita am haselbusch 2,"12487 Berlin, Am Haselbusch 002",84
1138,kita felix and friends,"12487 Berlin, Sterndamm 109",45
1139,kita  springmäuse,"12487 Berlin, Springbornstr. 88",90
1140,"humanistische kita ""am park""","12487 Berlin, Engelhardstr. 10",74
1141,kita melli-beese-haus,"12487 Berlin, Melli-Beese-Str. 30",75
1142,kita 'am flugplatz' johannisthal / johanniter-unfall-hilfe,"12487 Berlin, Straße am Flugplatz 38",129
1143,humanistische kita 'adlershofer marktspatzen',"12489 Berlin, Helbigstraße 31",50
1144,städt. kita agastr. 5,"12489 Berlin, Agastr. 005",130
1145,evangelischer kindergarten berlin-adlershof,"12489 Berlin, Pfingstberggasse 2",75
1146,städt. kita zinsgutstr. 38,"12489 Berlin, Zinsgutstr. 038",70
1147,kita moissistraße,"12489 Berlin, Moissistr. 17-19",180
1148,frÖbel-kindergarten „campus adlershof“,"12489 Berlin, Hans-Schmidt-Straße 14a",92
1149,dasi kita knirpsenland,"12489 Berlin, Radickestr. 25",80
1150,jung.kleen.ick,"12524 Berlin, Grünauer Str. 59 A",58
1151,städt. kita germanenstr. 91,"12524 Berlin, Germanenstr. 091",25
1152,städt. kita gustelstr. 20e,"12524 Berlin, Gustelstr. 020E",200
1153,kita im kosmosviertel der jao ggmbh,"12524 Berlin, Ortolfstr. 164",130
1154,kita zur teutonenburg,"12524 Berlin, Teutonenstrasse 54",47
1155,kita sonnenschein,"12524 Berlin, Uranusstraße 19",180
1156,cjd kita am wegabogen,"12524 Berlin, Porzer Str. 123",90
1157,kita der ev. kirchengem. altglienicke,"12524 Berlin, Köpenicker Str. 035",29
1158,kita krümelnest,"12524 Berlin, Tiburtiusstraße 14",140
1159,'kinderzeit',"12524 Berlin, Rudower Straße  54",32
1160,cjd kita an der milchstraße,"12524 Berlin, Schönefelder Chaussee 187",180
1161,humanistische kita 'gartenstadtfrösche',"12526 Berlin, Zur Gartenstadt 239",125
1162,städt. kita buntzelstr. 98,"12526 Berlin, Buntzelstr. 098",78
1163,städt. kita buntzelstr. 56,"12526 Berlin, Buntzelstr. 056",50
1164,kleiner fratz,"12526 Berlin, Dahmestr. 4",31
1165,kita der ev. kirchengem. bohnsdorf,"12526 Berlin, Waltersdorfer Str. 094",27
1166,kita traumzauberwald boh,"12526 Berlin, Goethestraße 8",0
1167,kita 'kleine fische - ganz groß' e.v.,"12527 Berlin, Adlergestell 776",27
1168,kita der ev. kirchengem. schmöckwitz,"12527 Berlin, Alt-Schmöckwitz 001A",30
1169,kita-traumhaus,"12527 Berlin, Regattastr. 130",50
1170,kita 'waldspielhaus',"12527 Berlin, Adlergestell 592",75
1171,städt. kita adlergestell 573,"12527 Berlin, Adlergestell 573",58
1172,kita grüne aue,"12527 Berlin, Baderseestr. 1-5",105
1173,kita pirateninsel,"12527 Berlin, Regattastraße 60",25
1174,kita 'gänseblümchen',"
Brandenburg, 12529 Schönefeld (Großziethen), Ernst-Thälmann-Platz 3",183
1175,kita 'kunterbunt',"
Brandenburg, 12529 Schönefeld (Rotberg), Karlshofer Weg 6",50
1176,kindertagesstätte robin hood,"
Brandenburg, 12529 Schönefeld, Schulstraße 7",76
1177,kindertagesstätte schwalbennest,"
Brandenburg, 12529 Schönefeld, Schwalbenweg 8a",137
1178,kindertagesstätte sonnenblick,"
Brandenburg, 12529 Schönefeld, Alt Großziethen 53",385
1179,kindertagesstätte spatzenhaus,"
Brandenburg, 12529 Schönefeld, Zum Spatzenhaus 1",86
1180,kindertagesstätte storchennest,"
Brandenburg, 12529 Schönefeld, Dorfstraße 44",44
1181,kita / st. josefsstift,"12555 Berlin, Joachimstr. 011",115
1182,kinderhaus kleine entdecker e.v.,"12555 Berlin, Kietzer Straße 5",30
1183,kita der ev. kirchengem köpenick,"12555 Berlin, Am Generalshof 001A",120
1184,städt. kita friedrichshagener str. 5,"12555 Berlin, Friedrichshagener Str. 005",73
1185,kita zauberblümchen,"12555 Berlin, Landjägerstr. 11",70
1186,ekt lima e.v.,"12555 Berlin, Weichselstr. 38",35
1187,kita 'knirpsenbude',"12555 Berlin, Ottomar-Geschke-Straße 13/15",185
1188,kita 'märchenwald',"12555 Berlin, Uhlenhorster Str.27",90
1189,städt. kita friedrichshagener str. 8,"12555 Berlin, Friedrichshagener Str. 008",260
1190,rabenkinder,"12555 Berlin, Mandrellaplatz 9",20
1191,die sternenfischer e.v.,"12555 Berlin, Stellingdamm 6",19
1192,kita traumzauberland ipw,"12555 Berlin, Köpenicker Straße 325",40
1193,kinderladen köpenick e.v.,"12555 Berlin, Jägerstraße 5",14
1194,kita puchanstraße,"12555 Berlin, Puchanstraße 19",130
1195,kneipp - kita pfeffermäuse,"12557 Berlin, Grüne Trift 138/Zur Nachtheide 137",140
1196,kita die kleinen füchse,"12557 Berlin, Rudower Straße 39",40
1197,kita 'pusteblume',"12557 Berlin, Dregerhoffstr.66",80
1198,kita rudower straße,"12557 Berlin, Rudower Str. 60",80
1199,kita der ev. kirchengem. köpenick,"12557 Berlin, Rudower Str. 023",24
1200,integrationskita hand in hand,"12559 Berlin, Salvador-Allende-Str. 47/ 49",125
1201,städt. kita alt müggelheim 10,"12559 Berlin, Alt-Müggelheim 010",20
1202,waldkita 'bude kids',"12559 Berlin, Alfred-Randt-Str. 60",15
1203,humanistische kita rappelkiste,"12559 Berlin, Alfred-Randt-Str. 15",150
1204,kinderladen frühling-sommer-herbst-winter e.v.,"12587 Berlin, Müggelseedamm 245",28
1205,städt. kita emrichstr. 51,"12587 Berlin, Emrichstr. 051",143
1206,tholp kinderbetreuung,"12587 Berlin, Fürstenwalder Damm 474, Friedrichshagen",90
1207,kita traumzauberland,"12587 Berlin, Peter-Hille-Straße 30",70
1208,kita der ev. kirchengem. friedrichshagen,"12587 Berlin, Peter-Hille-Str. 99",75
1209,kita - freie pädag. vereinigg e.v.,"12587 Berlin, Dahlwitzer Landstr. 005",45
1210,kita schneckenhaus,"12587 Berlin, Stillerzeile 136-138",180
1211,kindergarten unser haus e.v.,"12587 Berlin, Bölschestraße 91a",<br/>
1212,kita am wald,"12589 Berlin, Erknerstrasse 39",30
1213,kita der ev. kirchengem. rahnsdorf,"12589 Berlin, Püttbergeweg 082",40
1214,städt. kita fürstenwalder allee 344,"12589 Berlin, Fürstenwalder Allee 344",25
1215,kita in der mansarde,"12589 Berlin, Müggelwerderweg 3",0
1216,kita 'rahnsdorfer spatzen',"12589 Berlin, Fürstenwalder Allee 115",35
1217,kita „inselzwerge“,"12589 Berlin, Triglawstraße 8",0
1218,kita kleine weltentdecker,"12619 Berlin, Finkelsteinstr. 6",190
1219,kindergarten happy-hippo-land,"12619 Berlin, Maxie-Wander-Str.16/18",2215
1220,kreativitätskindertagesstätte berlin-pankow,"12619 Berlin, Peter-Huchel-Str. 35",30
1221,boot-kita spatzenhaus,"12619 Berlin, Gadebuscher Str. 21-23",197
1222,"kita „märchenland""","12619 Berlin, Carola-Neher-Straße 13",30
1223,kaulsdorfer knirpse - montessori-haus,"12619 Berlin, Teterower Ring 34",120
1224,montessori-kinderhaus,"12619 Berlin, Lubminer Str. 37 a",25
1225,städt. kita bunte stifte,"12619 Berlin, Auerbacher Ring 040",50
1226,kita 'baumelbaum',"12619 Berlin, Teterower Ring 36",120
1227,kita rappelkiste,"12619 Berlin, Lily-Braun-Str. 80",200
1228,kita 'wunderwelt' der jao ggmbh,"12619 Berlin, Peter-Huchel-Str. 43",120
1229,kita st. martin,"12621 Berlin, Giesestr. 43",30
1230,kita der ev. kirchengem. kaulsdorf,"12621 Berlin, Dorfstr. 12A",14
1231,best-sabel kindertagesstätte kaulsdorf,"12621 Berlin, Bauerwitzer Weg 33","<a href=""../berlin/12621/landrestr9.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten landrestraße</b></a>"
1232,kindergarten landrestraße,"12621 Berlin, Landrèstr. 9",30
1233,jahreskreis e.v.,"12621 Berlin, Ingolstädter Str. 28",60
1234,kinderparadies,"12621 Berlin, Dorfstraße 19 a",32
1235,kindergarten ulmenstraße,"12621 Berlin, Ulmenstr. 79",45
1236,kita sonnenblume,"12623 Berlin, Langenbeckstr. 8/10",42
1237,kita wirbelwind,"12623 Berlin, Schrobsdorffstr. 28",77
1238,best-sabel kita mahlsdorf,"12623 Berlin, Erich-Baron-Weg 118",36
1239,kindergarten 'zu den seen',"12623 Berlin, Elsenstr.11-13",195
1240,kita 'rosengarten' der jao gmbh,"12623 Berlin, Pestalozzistraße 29",48
1241,"kita ""haus am wald""","12623 Berlin, Kiekemaler Str. 7",45
1242,kita freiundgeborgen,"12623 Berlin, Hultschiner Damm 25/27",30
1243,kita bunte kinderwelten,"12623 Berlin, Wilhelmsmühlenweg 178A",28
1244,am kirschbaum,"12627 Berlin, Albert-Kuntz-Str. 41",170
1245,kita 'spielhaus',"12627 Berlin, Zerbster Straße 99/ 101",175
1246,evangelische regenbogenkita,"12627 Berlin, Adorfer Str. 8",165
1247,"kita ""kastanienknirpse""","12627 Berlin, Kastanienallee 53",40
1248,kindergarten naseweis,"12627 Berlin, Waldheimer Straße 18/ 20",190
1249,kindergarten meilenstein,"12627 Berlin, Weißenfelser Strasse 31-33",190
1250,humanistische kita kastanienallee,"12627 Berlin, Kastanienallee 28-30",160
1251,humanistische kita zum hasenhügel,"12627 Berlin, Waldheimer Str. 10/12",135
1252,kindergarten micky maus,"12627 Berlin, Weißenfelser Str. 31/33",190
1253,kita blumentraum,"12627 Berlin, Rathener Straße 3",75
1254,kindergarten traumzauberhaus,"12627 Berlin, Teupitzer Straße 10/ 12",185
1255,kita 'springmäuse',"12627 Berlin, Stollberger Straße 25/ 27",190
1256,kita 'am beerenpfuhl' der jao ggmbh,"12627 Berlin, Tangermüner Str. 30",22
1257,trickmännchen,"12627 Berlin, Arneburger Str. 8-10",30
1258,kita kleine kapitäne,"12627 Berlin, Hellersdorfer Promenade 23",90
1259,kita galileo,"12627 Berlin, Naumburger Ring 25",situationsansatz
1260,kita helles nest,"12627 Berlin, Riesaer Str. 79 A",52
1261,kita 'taffy' der jao ggmbh,"12629 Berlin, Zossener Straße 53/ 55",190
1262,boot-kita haus lach und krach,"12629 Berlin, Suhler Straße 43-45",165
1263,wummelbude,"12629 Berlin, Fercher Str. 10-12",210
1264,"kita ""grünschnabel""","12629 Berlin, Havelländer Ring 32 b",115
1265,kinderhaus katz und maus,"12679 Berlin, Basdorfer Straße 2-4",190
1266,knirpsenhaus,"12679 Berlin, Raoul Wallenberg Str. 58-60",180
1267,kindergarten schwalbennest,"12679 Berlin, Jan-Petersen-Str. 27",150
1268,kinderhaus felix,"12679 Berlin, Zühlsdorfer Str. 018",130
1269,kita regenbogeninsel,"12679 Berlin, Glambecker Ring 50-52","integration, situationsansatz,"
1270,kita 'goldfischchen',"12679 Berlin, Jan-Petersen-Straße 18",105
1271,kita kleine kapitäne,"12679 Berlin, Prötzeler Ring 31",0
1272,kita die senfkörner,"12681 Berlin, Allee der Kosmonauten 79",20
1273,kindergarten spatzennest langhoffstraße,"12681 Berlin, Langhoffstr. 17",195
1274,kita 'akazieninsel' der jao ggmbh,"12681 Berlin, Allee der Kosmonauten 73/75",190
1275,kita notenhopser,"12681 Berlin, Murtzaner Ring 70-72",120
1276,kita raupe nimmersatt,"12681 Berlin, Marchwitzasstraße 47-49",195
1277,kita wirbelwind,"12681 Berlin, Marzahner Chaussee 205-207",120
1278,kita biesdorfer zwergenhaus,"12683 Berlin, Braunsdorfstr.11",38
1279,klax-kinderkrippe mäusekiste,"12683 Berlin, Distelfalterstr. 41",61
1280,kindergarten wuhlespatzen,"12683 Berlin, Zum Forsthaus 3",158
1281,ev. kita schneckenhaus,"12683 Berlin, Parkweg 8",55
1282,kindergarten igelgarten,"12683 Berlin, Obertfeldstr. 38",45
1283,kita hasenburg/fipp e.v.,"12683 Berlin, Garzauer Str. 29",bewegungs- und sportorientierte einrichtung mit einer bewegungsbaustellearbeit nach dem situationsansatz
1284,kindergarten 'casa dei bambini',"12683 Berlin, Grabensprung 51",100
1285,kita traumland,"12683 Berlin, Fridolinweg 66",47
1286,bip kreativitätskita schmetterlingswiesen,"12683 Berlin, Rapsweißlingstraße 11",116
1287,kindertagesstätte 'waldhäuschen',"12683 Berlin, Schwabenallee 86",55
1288,kita hummelburg,"12685 Berlin, Blumberger Damm 139 / 141",150
1289,evangelischer dorfkindergarten-marzahn,"12685 Berlin, Hinter der Mühle 5",60
1290,kneipp®kindergarten tausendfuß,"12685 Berlin, Salanderweg 25-27",37
1291,kita 'abenteuerland' der jao ggmbh,"12685 Berlin, Altlandsberger Platz 4",140
1292,kita kunterbunt,"12687 Berlin, Liebensteiner Str. 20-22",195
1293,kindergarten sonnenschein,"12687 Berlin, Walter-Felsenstein-Str. 39/41",179
1294,kindergarten zwergenoase,"12687 Berlin, Oberweißbacher Str. 8-10",195
1295,kindertagesstätte 'putzmunter',"12687 Berlin, Blumberger Damm 227/229",220
1296,drk-kita 'kreuz&quer',"12687 Berlin, Sella_Hasse-Str. 19/21",85
1297,kita wuhlehopser,"12687 Berlin, Wuhletalstraße 70",0
1298,kindergarten reggiohaus,"12689 Berlin, Wittenberger Str. 20-22",195
1299,humanistische kita knirpsenstadt am glitzerbach,"12689 Berlin, Geraer Ring 50 -52",155
1300,"kita ""montessori-kinderhaus""","12689 Berlin, Belziger Ring 55",150
1301,kita bunte kinderwelt,"12689 Berlin, Schorfheidestr. 48-50",220
1302,kita 'windlicht' der jao ggmbh,"12689 Berlin, Golliner Str. 4",60
1303,kitas im haus farbklecks der jao ggmbh,"12689 Berlin, Rabensteiner Str. 20/22",200
1304,"kita ""sonnenschein""","13051 Berlin, Wustrower Straße 39-41","umweltpädagogische schwerpunkte, sauna"
1305,kindergarten falkenberg,"13051 Berlin, Dorfstraße 5",35
1306,kita fiorella der jao ggmbh,"13051 Berlin, Wiecker Str. 1/3",170
1307,kindergarten traumzauberbaum,"13051 Berlin, Reriker Str. 20",100
1308,kita storchenkinder,"13051 Berlin, Dorfstr. 37",45
1309,kita schneckenhausen,"13051 Berlin, Am Berl 13",23
1310,evangelische kita arche noah,"13053 Berlin, Malchower Weg 44",45
1311,kitaverbund 'regenbogen',"13053 Berlin, Waldowstraße 40 und Manetstraße 23","<a href=""../berlin/13053/malchowerweg46.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten sonnenkäfer</b></a>"
1312,kindergarten sonnenkäfer,"13053 Berlin, Malchower Weg 46",80
1313,kindergarten freche früchtchen,"13053 Berlin, Matenzeile 2 - 4",180
1314,"kita ""eichhörnchen""","13053 Berlin, Roedernstraße 14",fröbel
1315,"integrations-kita ""abenteuerland""","13053 Berlin, Anna-Ebermann-Str. 26","<a href=""../berlin/13053/marzahner-strasse-14.php"" target=""_blank"" title=""Kita ansehen""><b>das bildungshaus</b></a>"
1316,das bildungshaus,"13053 Berlin, Marzahner Straße 14",50
1317,kindertagesstätte 'zwergtaucher',"13053 Berlin, Gehrenseestraße 99",100
1318,hafenstadt,"13053 Berlin, Matenzeile 26",100
1319,kita hedwig,"13053 Berlin, Hedwigstr. 11",100
1320,kindergarten kinder vom heckelberg,"13055 Berlin, Heckelberger Ring 1",90
1321,bilinguale kita 'matrjoschka',"13055 Berlin, Heckelberger Ring 3",110
1322,montessori-integrationskindergarten neustrelitzer straße,"13055 Berlin, Neustrelitzer Str. 32/34",220
1323,kita tausendfüßler,"13055 Berlin, Goeckestraße 25/26","<a href=""../berlin/13055/schalkauerstr25a.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten tausendfühler</b></a>"
1324,kindergarten tausendfühler,"13055 Berlin, Schalkauer Str. 25a",90
1325,"kita ""weiße taube""","13055 Berlin, Schleizer Straße 62",medienpädagogische schwerpunkt
1326,kinder in bewegung,"13055 Berlin, Berkenbrücker Steig 9-10",180
1327,kindertagesstätte matt lamb,"13055 Berlin, Konrad Wolf str. 45",198
1328,klax kindergarten 'glühwürmchen',"13057 Berlin, Biesenbrower Str. 61-63a",0
1329,bik e. v. kita 'warnitzer str.',"13057 Berlin, Warnitzer Str. 9/11",180
1330,kita wiesenhüpper,"13057 Berlin, Wartiner Str. 77",106
1331,kita st. konrad von parzham,"13057 Berlin, Ahrensfelder Chaussee 079",30
1332,kindergarten bunte spieltruhe,"13057 Berlin, Randowstr. 41","integration, bewegung und sprache"
1333,"kita ""kreativhaus sonnenblume""","13059 Berlin, Crivitzer Straße 16",integration
1334,kiga hummelwiese,"13059 Berlin, Dorfstraße 4a",45
1335,nido piccolo,"13059 Berlin, Neubrandenburger Str.53",190
1336,städt. kita dorfstr. 4a (wartenberg),"13059 Berlin, Dorfstr. 4A",35
1337,"kita d.ev.kirchengem.malchow,wartenberg,falkenberg","13059 Berlin, Birkholzer Weg 76",23
1338,kindertagesstätte wirbelwind,"13059 Berlin, Warnemünder Str. 22","<a href=""../berlin/13059/demminer-str4.php"" target=""_blank"" title=""Kita ansehen""><b>artki kunstkita</b></a>"
1339,artki kunstkita,"13059 Berlin, Demminer Str.4",60
1340,kita paradiesvögel,"13059 Berlin, Dorfstr. 19",200
1341,kindergarten einstein,"13086 Berlin, Bühringstr. 21-23",175
1342,klax-kindergarten tausendfüßler,"13086 Berlin, Langhansstr. 74b",60
1343,kita knirpsenland,"13086 Berlin, Roelckestraße 60",75
1344,kita st.josef,"13086 Berlin, Behaimstraße 33-39",85
1345,kindergarten streustraße,"13086 Berlin, Streustr. 41",130
1346,sonnenstrahlenhaus,"13086 Berlin, Brauhausstraße 15/16",60
1347,bip-kindertagesstätte berlin-weißensee,"13086 Berlin, Rennbahnstraße 86",65
1348,kita charlottes spatzenkinder,"13086 Berlin, Charlottenburger Str. 7",105
1349,kita roelckespatzen,"13086 Berlin, Roelckestraße 117",80
1350,ev. kita weißensee,"13086 Berlin, Max-Steinke-Str. 22",75
1351,dt.-engl. kinderladen zilli billi willi e.v.,"13086 , Streustr. 5",17
1352,villa honighut e.v.,"13086 Berlin, Amalienstr. 1-3",35
1353,kita wirbelwind,"13086 Berlin, Wigandstaler Straße 15",95
1354,kinderladen plappertasche,"13086 Berlin, Roelckestraße 24",35
1355,kindergarten große seestraße,"13086 Berlin, Große See Str. 5",50
1356,stadt land fluss e.v.,"13086 Berlin, Charlottenburger Str. 141",17
1357,kindertagesstätte konfetti,"13086 Berlin, Gäblerstr.18",12
1358,kita filippo,"13086 Berlin, Lehderstr. 62",25
1359,evangelische stephanus-kindertagesstätte,"13086 Berlin, Albertinenstr. 020",51
1360,paul und paula 2,"13086 Berlin, Roelckestraße 30/31",60
1361,spieltraum weißensee,"13086 Berlin, Goethestraße 50-54",75
1362,kinderladen rosenrot,"13086 Berlin, Charlottenburger Str. 1",20
1363,kita sonnenzwerge,"13086 Berlin, Schönstraße 5",36
1364,kita langohr,"13086 Berlin, Langhansstr. 102 / Goethestraße 33",22
1365,kita gänseblümchen,"13086 Berlin, Hedwigstraße 6",80
1366,kita st. josef/caritas familien- u. jugendhilfe ggmbh,"13088 Berlin, Gürtelstr. 008",20
1367,kita 'makuschki',"13088 Berlin, Falkenberger Straße 145A",25
1368,kita gounodstraße,"13088 Berlin, Gounodstr. 78",100
1369,kindergarten 'eigensinn' falkenberger str.,"13088 Berlin, Falkenberger Straße 13",195
1370,kindergarten lindenallee,"13088 Berlin, Lindenallee 48",70
1371,dt.-engl. kinderladen zilli billi willi e.v.,"13088 Berlin, Herbert-Baum-Strasse 34",25
1372,kindergarten bernkasteler straße,"13088 Berlin, Bernkasteler Str. 9-10",129
1373,steffis-krümelkiste,"13088 Berlin, Gounodstr.101",5
1374,kinderladen 'kleine riesen',"13088 Berlin, Borodinstraße 11",12
1375,kita 'im komponistenviertel' der jao ggmbh,"13088 Berlin, Meyerbeerstrasse 96",135
1376,kinderladen miekematze,"13088 Berlin, Berliner Allee 110",34
1377,waldorfkindergarten weißensee e.v.,"13088 Berlin, Smetanastraße 32",26
1378,kita der ev. kirchengem. heinersdorf,"13089 Berlin, Romain-Rolland-Str. 52",56
1379,the coloured world of kids e.v.,"13089 Berlin, Streustraße 121",20
1380,kita 'steinbergzwerge' der jao ggmbh,"13089 Berlin, Tino-Schwierzina-Str. 46 c",45
